0.923880, 0.639837, 0.553713, 0.508134, 0.461084, 0.363243, -0.111830
0.903989, 0.601358, 0.512187, 0.465261, 0.416988, 0.317089, -0.160455
0.881921, 0.561429, 0.469427, 0.421267, 0.371888, 0.270172, -0.208694
0.857729, 0.520148, 0.425536, 0.376258, 0.325892, 0.222604, -0.256430
0.831470, 0.477614, 0.380620, 0.330343, 0.279110, 0.174499, -0.303547
0.803207, 0.433930, 0.334787, 0.283632, 0.231656, 0.125974, -0.349935
0.773010, 0.389199, 0.288148, 0.236238, 0.183644, 0.077145, -0.395478
0.740951, 0.343532, 0.240814, 0.188274, 0.135190, 0.028131, -0.440070
0.707107, 0.297036, 0.192900, 0.139857, 0.086410, -0.020951, -0.483600
0.671559, 0.249826, 0.144522, 0.091103, 0.037421, -0.069983, -0.525966
0.634393, 0.202013, 0.095795, 0.042130, -0.011657, -0.118846, -0.567065
0.595699, 0.153714, 0.046838, -0.006945, -0.060707, -0.167423, -0.606798
0.555570, 0.105044, -0.002232, -0.056003, -0.109611, -0.215596, -0.645068
0.514103, 0.056121, -0.051297, -0.104926, -0.158251, -0.263250, -0.681785
0.471397, 0.007063, -0.100238, -0.153596, -0.206510, -0.310270, -0.716860
0.427555, -0.042012, -0.148938, -0.201897, -0.254271, -0.356542, -0.750207
0.382683, -0.090985, -0.197279, -0.249711, -0.301420, -0.401956, -0.781747
0.336890, -0.139740, -0.245145, -0.296923, -0.347842, -0.446401, -0.811404
0.290285, -0.188158, -0.292420, -0.343420, -0.393427, -0.489771, -0.839106
0.242980, -0.236123, -0.338991, -0.389090, -0.438064, -0.531960, -0.864786
0.195090, -0.283518, -0.384745, -0.433823, -0.481645, -0.572869, -0.888383
0.146731, -0.330231, -0.429572, -0.477510, -0.524066, -0.612397, -0.909840
0.098017, -0.376148, -0.473364, -0.520047, -0.565225, -0.650450, -0.929106
0.049068, -0.421159, -0.516016, -0.561331, -0.605022, -0.686935, -0.946132
0.000000, -0.465156, -0.557425, -0.601263, -0.643361, -0.721766, -0.960880
-0.049068, -0.508031, -0.597491, -0.639746, -0.680150, -0.754858, -0.973312
-0.098017, -0.549684, -0.636117, -0.676688, -0.715301, -0.786132, -0.983400
-0.146730, -0.590011, -0.673211, -0.712000, -0.748729, -0.815512, -0.991119
-0.195090, -0.628918, -0.708683, -0.745597, -0.780353, -0.842927, -0.996450
-0.242980, -0.666309, -0.742448, -0.777397, -0.810097, -0.868312, -0.999381
-0.290285, -0.702095, -0.774425, -0.807325, -0.837889, -0.891604, -0.999904
-0.336890, -0.736189, -0.804535, -0.835308, -0.863663, -0.912749, -0.998018
-0.382683, -0.768510, -0.832708, -0.861278, -0.887356, -0.931695, -0.993727
-0.427555, -0.798980, -0.858874, -0.885174, -0.908912, -0.948396, -0.987043
-0.471397, -0.827525, -0.882972, -0.906937, -0.928278, -0.962812, -0.977981
-0.514103, -0.854076, -0.904941, -0.926515, -0.945407, -0.974909, -0.966563
-0.555570, -0.878570, -0.924732, -0.943861, -0.960259, -0.984657, -0.952816
-0.595699, -0.900947, -0.942294, -0.958933, -0.972798, -0.992034, -0.936774
-0.634393, -0.921154, -0.957586, -0.971695, -0.982993, -0.997020, -0.918475
-0.671559, -0.939141, -0.970571, -0.982117, -0.990820, -0.999604, -0.897964
-0.707107, -0.954866, -0.981218, -0.990172, -0.996260, -0.999780, -0.875289
-0.740951, -0.968291, -0.989502, -0.995841, -0.999300, -0.997548, -0.850506
-0.773010, -0.979383, -0.995401, -0.999112, -0.999932, -0.992913, -0.823673
-0.803208, -0.988115, -0.998903, -0.999976, -0.998156, -0.985885, -0.794856
-0.831470, -0.994468, -0.999997, -0.998431, -0.993975, -0.976483, -0.764125
-0.857729, -0.998424, -0.998683, -0.994480, -0.987399, -0.964728, -0.731552
-0.881921, -0.999975, -0.994963, -0.988134, -0.978445, -0.950649, -0.697218
-0.903989, -0.999117, -0.988847, -0.979407, -0.967133, -0.934279, -0.661203
-0.923880, -0.995852, -0.980347, -0.968321, -0.953492, -0.915659, -0.623596
-0.941544, -0.990188, -0.969486, -0.954901, -0.937553, -0.894833, -0.584486
-0.956940, -0.982139, -0.956290, -0.939182, -0.919356, -0.871851, -0.543969
-0.970031, -0.971723, -0.940790, -0.921200, -0.898944, -0.846770, -0.502140
-0.980785, -0.958967, -0.923023, -0.900998, -0.876366, -0.819647, -0.459102
-0.989177, -0.943900, -0.903033, -0.878626, -0.851677, -0.790551, -0.414958
-0.995185, -0.926559, -0.880867, -0.854137, -0.824937, -0.759549, -0.369814
-0.998795, -0.906987, -0.856579, -0.827591, -0.796209, -0.726719, -0.323780
-1.000000, -0.885229, -0.830227, -0.799051, -0.765563, -0.692137, -0.276966
-0.998795, -0.861338, -0.801876, -0.768586, -0.733073, -0.655888, -0.229484
-0.995185, -0.835373, -0.771592, -0.736269, -0.698816, -0.618058, -0.181449
-0.989177, -0.807395, -0.739450, -0.702179, -0.662876, -0.578741, -0.132978
-0.980785, -0.777472, -0.705526, -0.666397, -0.625339, -0.538028, -0.084185
-0.970031, -0.745676, -0.669903, -0.629010, -0.586296, -0.496019, -0.035191
-0.956940, -0.712083, -0.632666, -0.590106, -0.545840, -0.452816, 0.013890
-0.941544, -0.676775, -0.593905, -0.549782, -0.504069, -0.408522, 0.062935
-0.923880, -0.639837, -0.553713, -0.508134, -0.461084, -0.363244, 0.111830
-0.903989, -0.601358, -0.512187, -0.465261, -0.416988, -0.317090, 0.160455
-0.881921, -0.561429, -0.469427, -0.421267, -0.371888, -0.270172, 0.208693
-0.857729, -0.520148, -0.425536, -0.376258, -0.325891, -0.222604, 0.256430
-0.831470, -0.477614, -0.380620, -0.330343, -0.279110, -0.174499, 0.303548
-0.803208, -0.433929, -0.334787, -0.283632, -0.231656, -0.125974, 0.349935
-0.773011, -0.389200, -0.288148, -0.236238, -0.183644, -0.077145, 0.395478
-0.740951, -0.343532, -0.240814, -0.188274, -0.135189, -0.028131, 0.440070
-0.707107, -0.297036, -0.192901, -0.139857, -0.086410, 0.020951, 0.483600
-0.671559, -0.249825, -0.144522, -0.091104, -0.037421, 0.069983, 0.525966
-0.634394, -0.202013, -0.095796, -0.042131, 0.011657, 0.118845, 0.567065
-0.595699, -0.153713, -0.046838, 0.006945, 0.060707, 0.167423, 0.606798
-0.555570, -0.105044, 0.002232, 0.056003, 0.109611, 0.215596, 0.645069
-0.514103, -0.056121, 0.051297, 0.104926, 0.158251, 0.263250, 0.681785
-0.471397, -0.007063, 0.100238, 0.153596, 0.206510, 0.310270, 0.716860
-0.427555, 0.042012, 0.148939, 0.201898, 0.254271, 0.356543, 0.750207
-0.382683, 0.090985, 0.197279, 0.249711, 0.301420, 0.401956, 0.781747
-0.336890, 0.139741, 0.245145, 0.296923, 0.347843, 0.446401, 0.811404
-0.290285, 0.188158, 0.292420, 0.343420, 0.393427, 0.489770, 0.839106
-0.242980, 0.236123, 0.338991, 0.389090, 0.438064, 0.531961, 0.864786
-0.195090, 0.283518, 0.384745, 0.433823, 0.481645, 0.572868, 0.888383
-0.146730, 0.330232, 0.429572, 0.477510, 0.524067, 0.612397, 0.909841
-0.098017, 0.376149, 0.473364, 0.520047, 0.565225, 0.650449, 0.929106
-0.049068, 0.421160, 0.516016, 0.561331, 0.605022, 0.686935, 0.946132
0.000000, 0.465156, 0.557425, 0.601263, 0.643361, 0.721766, 0.960880
0.049068, 0.508032, 0.597491, 0.639746, 0.680150, 0.754858, 0.973312
0.098017, 0.549683, 0.636117, 0.676688, 0.715301, 0.786132, 0.983400
0.146730, 0.590011, 0.673211, 0.712000, 0.748729, 0.815512, 0.991119
0.195090, 0.628918, 0.708684, 0.745597, 0.780353, 0.842927, 0.996450
0.242980, 0.666309, 0.742448, 0.777398, 0.810097, 0.868311, 0.999381
0.290285, 0.702095, 0.774425, 0.807325, 0.837889, 0.891604, 0.999904
0.336890, 0.736189, 0.804535, 0.835308, 0.863663, 0.912749, 0.998018
0.382683, 0.768510, 0.832708, 0.861278, 0.887356, 0.931694, 0.993727
0.427555, 0.798980, 0.858874, 0.885174, 0.908912, 0.948396, 0.987043
0.471397, 0.827525, 0.882971, 0.906937, 0.928278, 0.962812, 0.977981
0.514103, 0.854076, 0.904942, 0.926515, 0.945407, 0.974909, 0.966563
0.555570, 0.878570, 0.924732, 0.943861, 0.960259, 0.984657, 0.952816
0.595699, 0.900947, 0.942294, 0.958933, 0.972798, 0.992034, 0.936774
0.634393, 0.921153, 0.957586, 0.971695, 0.982993, 0.997020, 0.918475
0.671559, 0.939141, 0.970571, 0.982116, 0.990820, 0.999604, 0.897964
0.707107, 0.954866, 0.981218, 0.990172, 0.996260, 0.999780, 0.875289
0.740951, 0.968291, 0.989502, 0.995841, 0.999300, 0.997548, 0.850505
0.773010, 0.979383, 0.995401, 0.999112, 0.999932, 0.992913, 0.823673
0.803208, 0.988115, 0.998902, 0.999976, 0.998156, 0.985885, 0.794856
0.831470, 0.994468, 0.999997, 0.998431, 0.993975, 0.976483, 0.764125
0.857729, 0.998424, 0.998683, 0.994480, 0.987399, 0.964728, 0.731552
0.881921, 0.999975, 0.994963, 0.988134, 0.978445, 0.950648, 0.697218
0.903989, 0.999117, 0.988846, 0.979407, 0.967133, 0.934279, 0.661203
0.923880, 0.995852, 0.980347, 0.968320, 0.953492, 0.915659, 0.623596
0.941544, 0.990188, 0.969486, 0.954901, 0.937553, 0.894833, 0.584486
0.956940, 0.982139, 0.956290, 0.939182, 0.919356, 0.871851, 0.543968
0.970031, 0.971723, 0.940790, 0.921200, 0.898944, 0.846769, 0.502140
0.980785, 0.958967, 0.923023, 0.900998, 0.876366, 0.819647, 0.459102
0.989177, 0.943900, 0.903033, 0.878626, 0.851678, 0.790551, 0.414958
0.995185, 0.926560, 0.880867, 0.854138, 0.824937, 0.759549, 0.369815
0.998795, 0.906987, 0.856579, 0.827591, 0.796209, 0.726718, 0.323780
1.000000, 0.885229, 0.830227, 0.799051, 0.765563, 0.692137, 0.276966
0.998795, 0.861338, 0.801876, 0.768586, 0.733073, 0.655888, 0.229484
0.995185, 0.835373, 0.771592, 0.736269, 0.698816, 0.618059, 0.181449
0.989177, 0.807395, 0.739450, 0.702179, 0.662876, 0.578740, 0.132978
0.980785, 0.777472, 0.705527, 0.666397, 0.625339, 0.538028, 0.084185
0.970031, 0.745676, 0.669903, 0.629010, 0.586296, 0.496019, 0.035191
0.956940, 0.712084, 0.632666, 0.590107, 0.545840, 0.452816, -0.013889
0.941544, 0.676776, 0.593905, 0.549783, 0.504069, 0.408521, -0.062935
0.923880, 0.639837, 0.553713, 0.508134, 0.461084, 0.363243, -0.111830
0.903989, 0.601358, 0.512187, 0.465261, 0.416988, 0.317089, -0.160455
0.881921, 0.561429, 0.469427, 0.421267, 0.371888, 0.270172, -0.208694
0.857729, 0.520148, 0.425536, 0.376258, 0.325892, 0.222604, -0.256430
0.831470, 0.477614, 0.380620, 0.330343, 0.279110, 0.174499, -0.303547
0.803207, 0.433930, 0.334787, 0.283632, 0.231656, 0.125974, -0.349935
0.773010, 0.389199, 0.288148, 0.236238, 0.183644, 0.077145, -0.395478
0.740951, 0.343532, 0.240814, 0.188274, 0.135190, 0.028131, -0.440070
0.707107, 0.297036, 0.192900, 0.139857, 0.086410, -0.020951, -0.483600
0.671559, 0.249826, 0.144522, 0.091103, 0.037421, -0.069983, -0.525966
0.634393, 0.202013, 0.095795, 0.042130, -0.011657, -0.118846, -0.567065
0.595699, 0.153714, 0.046838, -0.006945, -0.060707, -0.167423, -0.606798
0.555570, 0.105044, -0.002232, -0.056003, -0.109611, -0.215596, -0.645068
0.514103, 0.056121, -0.051297, -0.104926, -0.158251, -0.263250, -0.681785
0.471397, 0.007063, -0.100238, -0.153596, -0.206510, -0.310270, -0.716860
0.427555, -0.042012, -0.148938, -0.201897, -0.254271, -0.356542, -0.750207
0.382683, -0.090985, -0.197279, -0.249711, -0.301420, -0.401956, -0.781747
0.336890, -0.139740, -0.245145, -0.296923, -0.347842, -0.446401, -0.811404
0.290285, -0.188158, -0.292420, -0.343420, -0.393427, -0.489771, -0.839106
0.242980, -0.236123, -0.338991, -0.389090, -0.438064, -0.531960, -0.864786
0.195090, -0.283518, -0.384745, -0.433823, -0.481645, -0.572869, -0.888383
0.146731, -0.330231, -0.429572, -0.477510, -0.524066, -0.612397, -0.909840
0.098017, -0.376148, -0.473364, -0.520047, -0.565225, -0.650450, -0.929106
0.049068, -0.421159, -0.516016, -0.561331, -0.605022, -0.686935, -0.946132
0.000000, -0.465156, -0.557425, -0.601263, -0.643361, -0.721766, -0.960880
-0.049068, -0.508031, -0.597491, -0.639746, -0.680150, -0.754858, -0.973312
-0.098017, -0.549684, -0.636117, -0.676688, -0.715301, -0.786132, -0.983400
-0.146730, -0.590011, -0.673211, -0.712000, -0.748729, -0.815512, -0.991119
-0.195090, -0.628918, -0.708683, -0.745597, -0.780353, -0.842927, -0.996450
-0.242980, -0.666309, -0.742448, -0.777397, -0.810097, -0.868312, -0.999381
-0.290285, -0.702095, -0.774425, -0.807325, -0.837889, -0.891604, -0.999904
-0.336890, -0.736189, -0.804535, -0.835308, -0.863663, -0.912749, -0.998018
-0.382683, -0.768510, -0.832708, -0.861278, -0.887356, -0.931695, -0.993727
-0.427555, -0.798980, -0.858874, -0.885174, -0.908912, -0.948396, -0.987043
-0.471397, -0.827525, -0.882972, -0.906937, -0.928278, -0.962812, -0.977981
-0.514103, -0.854076, -0.904941, -0.926515, -0.945407, -0.974909, -0.966563
-0.555570, -0.878570, -0.924732, -0.943861, -0.960259, -0.984657, -0.952816
-0.595699, -0.900947, -0.942294, -0.958933, -0.972798, -0.992034, -0.936774
-0.634393, -0.921154, -0.957586, -0.971695, -0.982993, -0.997020, -0.918475
-0.671559, -0.939141, -0.970571, -0.982117, -0.990820, -0.999604, -0.897964
-0.707107, -0.954866, -0.981218, -0.990172, -0.996260, -0.999780, -0.875289
-0.740951, -0.968291, -0.989502, -0.995841, -0.999300, -0.997548, -0.850506
-0.773010, -0.979383, -0.995401, -0.999112, -0.999932, -0.992913, -0.823673
-0.803208, -0.988115, -0.998903, -0.999976, -0.998156, -0.985885, -0.794856
-0.831470, -0.994468, -0.999997, -0.998431, -0.993975, -0.976483, -0.764125
-0.857729, -0.998424, -0.998683, -0.994480, -0.987399, -0.964728, -0.731552
-0.881921, -0.999975, -0.994963, -0.988134, -0.978445, -0.950649, -0.697218
-0.903989, -0.999117, -0.988847, -0.979407, -0.967133, -0.934279, -0.661203
-0.923880, -0.995852, -0.980347, -0.968321, -0.953492, -0.915659, -0.623596
-0.941544, -0.990188, -0.969486, -0.954901, -0.937553, -0.894833, -0.584486
-0.956940, -0.982139, -0.956290, -0.939182, -0.919356, -0.871851, -0.543969
-0.970031, -0.971723, -0.940790, -0.921200, -0.898944, -0.846770, -0.502140
-0.980785, -0.958967, -0.923023, -0.900998, -0.876366, -0.819647, -0.459102
-0.989177, -0.943900, -0.903033, -0.878626, -0.851677, -0.790551, -0.414958
-0.995185, -0.926559, -0.880867, -0.854137, -0.824937, -0.759549, -0.369814
-0.998795, -0.906987, -0.856579, -0.827591, -0.796209, -0.726719, -0.323780
-1.000000, -0.885229, -0.830227, -0.799051, -0.765563, -0.692137, -0.276966
-0.998795, -0.861338, -0.801876, -0.768586, -0.733073, -0.655888, -0.229484
-0.995185, -0.835373, -0.771592, -0.736269, -0.698816, -0.618058, -0.181449
-0.989177, -0.807395, -0.739450, -0.702179, -0.662876, -0.578741, -0.132978
-0.980785, -0.777472, -0.705526, -0.666397, -0.625339, -0.538028, -0.084185
-0.970031, -0.745676, -0.669903, -0.629010, -0.586296, -0.496019, -0.035191
-0.956940, -0.712083, -0.632666, -0.590106, -0.545840, -0.452816, 0.013890
-0.941544, -0.676775, -0.593905, -0.549782, -0.504069, -0.408522, 0.062935
-0.923880, -0.639837, -0.553713, -0.508134, -0.461084, -0.363244, 0.111830
-0.903989, -0.601358, -0.512187, -0.465261, -0.416988, -0.317090, 0.160455
-0.881921, -0.561429, -0.469427, -0.421267, -0.371888, -0.270172, 0.208693
-0.857729, -0.520148, -0.425536, -0.376258, -0.325891, -0.222604, 0.256430
-0.831470, -0.477614, -0.380620, -0.330343, -0.279110, -0.174499, 0.303548
-0.803208, -0.433929, -0.334787, -0.283632, -0.231656, -0.125974, 0.349935
-0.773011, -0.389200, -0.288148, -0.236238, -0.183644, -0.077145, 0.395478
-0.740951, -0.343532, -0.240814, -0.188274, -0.135189, -0.028131, 0.440070
-0.707107, -0.297036, -0.192901, -0.139857, -0.086410, 0.020951, 0.483600
-0.671559, -0.249825, -0.144522, -0.091104, -0.037421, 0.069983, 0.525966
-0.634394, -0.202013, -0.095796, -0.042131, 0.011657, 0.118845, 0.567065
-0.595699, -0.153713, -0.046838, 0.006945, 0.060707, 0.167423, 0.606798
-0.555570, -0.105044, 0.002232, 0.056003, 0.109611, 0.215596, 0.645069
-0.514103, -0.056121, 0.051297, 0.104926, 0.158251, 0.263250, 0.681785
-0.471397, -0.007063, 0.100238, 0.153596, 0.206510, 0.310270, 0.716860
-0.427555, 0.042012, 0.148939, 0.201898, 0.254271, 0.356543, 0.750207
-0.382683, 0.090985, 0.197279, 0.249711, 0.301420, 0.401956, 0.781747
-0.336890, 0.139741, 0.245145, 0.296923, 0.347843, 0.446401, 0.811404
-0.290285, 0.188158, 0.292420, 0.343420, 0.393427, 0.489770, 0.839106
-0.242980, 0.236123, 0.338991, 0.389090, 0.438064, 0.531961, 0.864786
-0.195090, 0.283518, 0.384745, 0.433823, 0.481645, 0.572868, 0.888383
-0.146730, 0.330232, 0.429572, 0.477510, 0.524067, 0.612397, 0.909841
-0.098017, 0.376149, 0.473364, 0.520047, 0.565225, 0.650449, 0.929106
-0.049068, 0.421160, 0.516016, 0.561331, 0.605022, 0.686935, 0.946132
0.000000, 0.465156, 0.557425, 0.601263, 0.643361, 0.721766, 0.960880
0.049068, 0.508032, 0.597491, 0.639746, 0.680150, 0.754858, 0.973312
0.098017, 0.549683, 0.636117, 0.676688, 0.715301, 0.786132, 0.983400
0.146730, 0.590011, 0.673211, 0.712000, 0.748729, 0.815512, 0.991119
0.195090, 0.628918, 0.708684, 0.745597, 0.780353, 0.842927, 0.996450
0.242980, 0.666309, 0.742448, 0.777398, 0.810097, 0.868311, 0.999381
0.290285, 0.702095, 0.774425, 0.807325, 0.837889, 0.891604, 0.999904
0.336890, 0.736189, 0.804535, 0.835308, 0.863663, 0.912749, 0.998018
0.382683, 0.768510, 0.832708, 0.861278, 0.887356, 0.931694, 0.993727
0.427555, 0.798980, 0.858874, 0.885174, 0.908912, 0.948396, 0.987043
0.471397, 0.827525, 0.882971, 0.906937, 0.928278, 0.962812, 0.977981
0.514103, 0.854076, 0.904942, 0.926515, 0.945407, 0.974909, 0.966563
0.555570, 0.878570, 0.924732, 0.943861, 0.960259, 0.984657, 0.952816
0.595699, 0.900947, 0.942294, 0.958933, 0.972798, 0.992034, 0.936774
0.634393, 0.921153, 0.957586, 0.971695, 0.982993, 0.997020, 0.918475
0.671559, 0.939141, 0.970571, 0.982116, 0.990820, 0.999604, 0.897964
0.707107, 0.954866, 0.981218, 0.990172, 0.996260, 0.999780, 0.875289
0.740951, 0.968291, 0.989502, 0.995841, 0.999300, 0.997548, 0.850505
0.773010, 0.979383, 0.995401, 0.999112, 0.999932, 0.992913, 0.823673
0.803208, 0.988115, 0.998902, 0.999976, 0.998156, 0.985885, 0.794856
0.831470, 0.994468, 0.999997, 0.998431, 0.993975, 0.976483, 0.764125
0.857729, 0.998424, 0.998683, 0.994480, 0.987399, 0.964728, 0.731552
0.881921, 0.999975, 0.994963, 0.988134, 0.978445, 0.950648, 0.697218
0.903989, 0.999117, 0.988846, 0.979407, 0.967133, 0.934279, 0.661203
0.923880, 0.995852, 0.980347, 0.968320, 0.953492, 0.915659, 0.623596
0.941544, 0.990188, 0.969486, 0.954901, 0.937553, 0.894833, 0.584486
0.956940, 0.982139, 0.956290, 0.939182, 0.919356, 0.871851, 0.543968
0.970031, 0.971723, 0.940790, 0.921200, 0.898944, 0.846769, 0.502140
0.980785, 0.958967, 0.923023, 0.900998, 0.876366, 0.819647, 0.459102
0.989177, 0.943900, 0.903033, 0.878626, 0.851678, 0.790551, 0.414958
0.995185, 0.926560, 0.880867, 0.854138, 0.824937, 0.759549, 0.369815
0.998795, 0.906987, 0.856579, 0.827591, 0.796209, 0.726718, 0.323780
1.000000, 0.885229, 0.830227, 0.799051, 0.765563, 0.692137, 0.276966
0.998795, 0.861338, 0.801876, 0.768586, 0.733073, 0.655888, 0.229484
0.995185, 0.835373, 0.771592, 0.736269, 0.698816, 0.618059, 0.181449
0.989177, 0.807395, 0.739450, 0.702179, 0.662876, 0.578740, 0.132978
0.980785, 0.777472, 0.705527, 0.666397, 0.625339, 0.538028, 0.084185
0.970031, 0.745676, 0.669903, 0.629010, 0.586296, 0.496019, 0.035191
0.956940, 0.712084, 0.632666, 0.590107, 0.545840, 0.452816, -0.013889
0.941544, 0.676776, 0.593905, 0.549783, 0.504069, 0.408521, -0.062935
0.923880, 0.639837, 0.553713, 0.508134, 0.461084, 0.363243, -0.111830
0.903989, 0.601358, 0.512187, 0.465261, 0.416988, 0.317089, -0.160455
0.881921, 0.561429, 0.469427, 0.421267, 0.371888, 0.270172, -0.208694
0.857729, 0.520148, 0.425536, 0.376258, 0.325892, 0.222604, -0.256430
0.831470, 0.477614, 0.380620, 0.330343, 0.279110, 0.174499, -0.303547
0.803207, 0.433930, 0.334787, 0.283632, 0.231656, 0.125974, -0.349935
0.773010, 0.389199, 0.288148, 0.236238, 0.183644, 0.077145, -0.395478
0.740951, 0.343532, 0.240814, 0.188274, 0.135190, 0.028131, -0.440070
0.707107, 0.297036, 0.192900, 0.139857, 0.086410, -0.020951, -0.483600
0.671559, 0.249826, 0.144522, 0.091103, 0.037421, -0.069983, -0.525966
0.634393, 0.202013, 0.095795, 0.042130, -0.011657, -0.118846, -0.567065
0.595699, 0.153714, 0.046838, -0.006945, -0.060707, -0.167423, -0.606798
0.555570, 0.105044, -0.002232, -0.056003, -0.109611, -0.215596, -0.645068
0.514103, 0.056121, -0.051297, -0.104926, -0.158251, -0.263250, -0.681785
0.471397, 0.007063, -0.100238, -0.153596, -0.206510, -0.310270, -0.716860
0.427555, -0.042012, -0.148938, -0.201897, -0.254271, -0.356542, -0.750207
0.382683, -0.090985, -0.197279, -0.249711, -0.301420, -0.401956, -0.781747
0.336890, -0.139740, -0.245145, -0.296923, -0.347842, -0.446401, -0.811404
0.290285, -0.188158, -0.292420, -0.343420, -0.393427, -0.489771, -0.839106
0.242980, -0.236123, -0.338991, -0.389090, -0.438064, -0.531960, -0.864786
0.195090, -0.283518, -0.384745, -0.433823, -0.481645, -0.572869, -0.888383
0.146731, -0.330231, -0.429572, -0.477510, -0.524066, -0.612397, -0.909840
0.098017, -0.376148, -0.473364, -0.520047, -0.565225, -0.650450, -0.929106
0.049068, -0.421159, -0.516016, -0.561331, -0.605022, -0.686935, -0.946132
0.000000, -0.465156, -0.557425, -0.601263, -0.643361, -0.721766, -0.960880
-0.049068, -0.508031, -0.597491, -0.639746, -0.680150, -0.754858, -0.973312
-0.098017, -0.549684, -0.636117, -0.676688, -0.715301, -0.786132, -0.983400
-0.146730, -0.590011, -0.673211, -0.712000, -0.748729, -0.815512, -0.991119
-0.195090, -0.628918, -0.708683, -0.745597, -0.780353, -0.842927, -0.996450
-0.242980, -0.666309, -0.742448, -0.777397, -0.810097, -0.868312, -0.999381
-0.290285, -0.702095, -0.774425, -0.807325, -0.837889, -0.891604, -0.999904
-0.336890, -0.736189, -0.804535, -0.835308, -0.863663, -0.912749, -0.998018
-0.382683, -0.768510, -0.832708, -0.861278, -0.887356, -0.931695, -0.993727
-0.427555, -0.798980, -0.858874, -0.885174, -0.908912, -0.948396, -0.987043
-0.471397, -0.827525, -0.882972, -0.906937, -0.928278, -0.962812, -0.977981
-0.514103, -0.854076, -0.904941, -0.926515, -0.945407, -0.974909, -0.966563
-0.555570, -0.878570, -0.924732, -0.943861, -0.960259, -0.984657, -0.952816
-0.595699, -0.900947, -0.942294, -0.958933, -0.972798, -0.992034, -0.936774
-0.634393, -0.921154, -0.957586, -0.971695, -0.982993, -0.997020, -0.918475
-0.671559, -0.939141, -0.970571, -0.982117, -0.990820, -0.999604, -0.897964
-0.707107, -0.954866, -0.981218, -0.990172, -0.996260, -0.999780, -0.875289
-0.740951, -0.968291, -0.989502, -0.995841, -0.999300, -0.997548, -0.850506
-0.773010, -0.979383, -0.995401, -0.999112, -0.999932, -0.992913, -0.823673
-0.803208, -0.988115, -0.998903, -0.999976, -0.998156, -0.985885, -0.794856
-0.831470, -0.994468, -0.999997, -0.998431, -0.993975, -0.976483, -0.764125
-0.857729, -0.998424, -0.998683, -0.994480, -0.987399, -0.964728, -0.731552
-0.881921, -0.999975, -0.994963, -0.988134, -0.978445, -0.950649, -0.697218
-0.903989, -0.999117, -0.988847, -0.979407, -0.967133, -0.934279, -0.661203
-0.923880, -0.995852, -0.980347, -0.968321, -0.953492, -0.915659, -0.623596
-0.941544, -0.990188, -0.969486, -0.954901, -0.937553, -0.894833, -0.584486
-0.956940, -0.982139, -0.956290, -0.939182, -0.919356, -0.871851, -0.543969
-0.970031, -0.971723, -0.940790, -0.921200, -0.898944, -0.846770, -0.502140
-0.980785, -0.958967, -0.923023, -0.900998, -0.876366, -0.819647, -0.459102
-0.989177, -0.943900, -0.903033, -0.878626, -0.851677, -0.790551, -0.414958
-0.995185, -0.926559, -0.880867, -0.854137, -0.824937, -0.759549, -0.369814
-0.998795, -0.906987, -0.856579, -0.827591, -0.796209, -0.726719, -0.323780
-1.000000, -0.885229, -0.830227, -0.799051, -0.765563, -0.692137, -0.276966
-0.998795, -0.861338, -0.801876, -0.768586, -0.733073, -0.655888, -0.229484
-0.995185, -0.835373, -0.771592, -0.736269, -0.698816, -0.618058, -0.181449
-0.989177, -0.807395, -0.739450, -0.702179, -0.662876, -0.578741, -0.132978
-0.980785, -0.777472, -0.705526, -0.666397, -0.625339, -0.538028, -0.084185
-0.970031, -0.745676, -0.669903, -0.629010, -0.586296, -0.496019, -0.035191
-0.956940, -0.712083, -0.632666, -0.590106, -0.545840, -0.452816, 0.013890
-0.941544, -0.676775, -0.593905, -0.549782, -0.504069, -0.408522, 0.062935
-0.923880, -0.639837, -0.553713, -0.508134, -0.461084, -0.363244, 0.111830
-0.903989, -0.601358, -0.512187, -0.465261, -0.416988, -0.317090, 0.160455
-0.881921, -0.561429, -0.469427, -0.421267, -0.371888, -0.270172, 0.208693
-0.857729, -0.520148, -0.425536, -0.376258, -0.325891, -0.222604, 0.256430
-0.831470, -0.477614, -0.380620, -0.330343, -0.279110, -0.174499, 0.303548
-0.803208, -0.433929, -0.334787, -0.283632, -0.231656, -0.125974, 0.349935
-0.773011, -0.389200, -0.288148, -0.236238, -0.183644, -0.077145, 0.395478
-0.740951, -0.343532, -0.240814, -0.188274, -0.135189, -0.028131, 0.440070
-0.707107, -0.297036, -0.192901, -0.139857, -0.086410, 0.020951, 0.483600
-0.671559, -0.249825, -0.144522, -0.091104, -0.037421, 0.069983, 0.525966
-0.634394, -0.202013, -0.095796, -0.042131, 0.011657, 0.118845, 0.567065
-0.595699, -0.153713, -0.046838, 0.006945, 0.060707, 0.167423, 0.606798
-0.555570, -0.105044, 0.002232, 0.056003, 0.109611, 0.215596, 0.645069
-0.514103, -0.056121, 0.051297, 0.104926, 0.158251, 0.263250, 0.681785
-0.471397, -0.007063, 0.100238, 0.153596, 0.206510, 0.310270, 0.716860
-0.427555, 0.042012, 0.148939, 0.201898, 0.254271, 0.356543, 0.750207
-0.382683, 0.090985, 0.197279, 0.249711, 0.301420, 0.401956, 0.781747
